Scene Number,Instruction Type,Instruction
903,,
904,,
905,,
906,,turn right
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,,switch lanes to the right
915,,turn left
916,,"turn right, turn right"
917,,turn left
919,,
920,,turn right
921,,turn left
922,s,go around the bus
923,,
924,,
925,,
926,,turn right
927,,
928,,turn right
929,,
930,,turn right
931,,go to the left and stop in front of the building
945,,"turn left, turn left"
947,,turn left
949,,
952,,
953,,
955,,
956,,
957,,
958,,
959,,go around the vehicle obstructing the road
960,,turn left
961,,
962,,turn left
963,,
966,,go around the vehicle obstructing the road
967,,
968,,turn right
969,,go around the vehicle obstructing the road
971,,turn right
972,,
975,,
976,,
977,,
978,,
979,,
